problem,click_depth,filter_depth,iterative_distance,number_filters,query_frequency,relevant_new_info,number_measures,consideration_time,elapsed_time,number_cells,rqp,iterative_precision,click_per_query,view_area_increase,execution_time,number_aggregations,aggregation_depth,iterative_recall,number_queries,expected
dibstudent04--2016-09-25--21-46.log-88,-0.7345136397,-0.021879863,-0.2094252255,0.2272718312,-0.4094079858,3.8141433638,1.0632520095,1.3098681004,4.1351560609,-0.2271356339,1.4369380762,-0.1248170664,-0.6175567376,-0.1438879501,-0.1469955721,-0.2836421386,-0.3492166184,0.956849521,3.0093788475,1
dibstudent04--2016-09-25--21-46.log-89,0.4432365413,-0.021879863,1.2766257917,0.2272718312,-0.411870634,3.8141433638,1.0632520095,1.1958049275,4.2856938566,-0.2271356339,1.4730027451,-1.1869082721,0.6883594209,-0.1433173952,-0.1344984162,0.7085619708,1.6190071858,-1.1503836119,3.0584801733,1
dibstudent04--2016-09-25--21-46.log-9,-0.7345136397,0.0959301264,-0.2094252255,0.2272718312,-0.0939239422,-1.1041023034,-0.1105679236,-0.188127381,-0.7561752461,-0.2287887475,-1.4121707734,0.9372741394,-0.6175567376,-0.1444585767,-0.1280482712,-0.2836421386,0.1428393326,-1.0949301084,-0.8696258907,1
dibstudent04--2016-09-25--21-46.log-90,0.2076865051,-0.021879863,-0.7047755645,0.2272718312,-0.4139494999,3.8141433638,1.0632520095,-0.3137597755,4.4262949092,-0.2271356339,1.5090674141,0.9372741394,0.6883594209,-0.1444585767,-0.1469955721,0.7085619708,1.6190071858,0.956849521,3.1075814991,1
dibstudent04--2016-09-25--21-46.log-91,-0.0278635311,0.2137401158,-0.2094252255,0.5850290413,-0.4127342017,3.8141433638,1.0632520095,-0.3769304405,4.4359673005,-0.2271356339,1.5451320831,0.9372741394,-0.291077698,-0.1444585767,-0.1340952822,0.7085619708,1.6190071858,0.956849521,3.1566828249,1
dibstudent04--2016-09-25--21-46.log-92,-0.2634135673,0.2137401158,-0.7047755645,0.5850290413,-0.4113839015,3.8141433638,1.0632520095,-0.3726768284,4.4400974679,-0.2271356339,1.5811967521,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,0.7085619708,1.6190071858,0.956849521,3.2057841507,1
dibstudent04--2016-09-25--21-46.log-93,-0.4989636035,0.2137401158,-0.7047755645,0.5850290413,-0.4100455512,3.8141433638,1.0632520095,-0.2939548369,4.4446163107,-0.2271356339,1.6172614211,0.9372741394,-0.291077698,-0.1444585767,-0.1469955721,0.7085619708,1.6190071858,0.956849521,3.2548854765,1
dibstudent04--2016-09-25--21-46.log-94,-0.7345136397,0.4493600946,-0.2094252255,0.9427862514,-0.4088858461,3.8141433638,1.0632520095,-0.2781772544,4.4560266179,-0.2271356339,1.65332609,0.9372741394,-0.6175567376,-0.1444585767,-0.1280482712,0.7085619708,1.6190071858,0.956849521,3.3039868023,1
dibstudent04--2016-09-25--21-46.log-95,-0.7345136397,-0.2574998419,0.7812754526,-0.1304853789,-0.407784651,-0.4591980879,1.0632520095,-0.4242933554,4.4695216388,5.0231531145,1.689390759,-1.1855714676,-0.6175567376,1.5031622143,0.0924660605,0.7085619708,1.6190071858,0.956849521,3.3530881281,0
dibstudent05--2016-09-26--08-16.log-14,-0.0278635311,0.251021758,-0.7047755645,0.5850290413,0.1994546797,-0.4488053089,-1.2843878567,-0.3104564385,-0.7716738431,-0.2271356339,1.1123560553,0.9372741394,0.0354013416,-0.1444585767,-0.1530425831,2.6929701896,2.0986060242,0.956849521,-0.6241192617,1
dibstudent05--2016-09-26--08-16.log-15,-0.2634135673,0.251021758,-0.7047755645,0.5850290413,0.2005921199,-0.4488053089,-1.2843878567,-0.3804600335,-0.7614701311,-0.2271356339,1.3047009566,-1.1869082721,0.0354013416,-0.1434218622,-0.0587092126,2.6929701896,2.0986060242,-1.1503836119,-0.5750179359,1
dibstudent05--2016-09-26--08-16.log-16,-0.4989636035,0.251021758,-0.2094252255,0.5850290413,0.2285052483,-0.4738761811,-1.2843878567,-0.2758241924,-0.7574211014,-0.2254825203,1.4970458578,-1.1869082721,-0.6175567376,-0.1429036382,-0.0837035244,3.685174299,2.5346049682,-1.1503836119,-0.5259166101,1
dibstudent05--2016-09-26--08-16.log-17,-0.7345136397,0.251021758,-0.7047755645,0.5850290413,0.2157171118,-0.4738761811,-1.2843878567,-0.4242933554,-0.744314756,-0.2254825203,1.689390759,0.9372741394,-0.6175567376,-0.1444585767,-0.0901536694,3.685174299,2.5346049682,0.956849521,-0.4768152843,1
dibstudent05--2016-09-26--08-16.log-2,-0.0278635311,0.1466331598,0.2859251136,0.2272718312,0.1128236532,-0.7205295309,-1.2843878567,-0.3632494966,-0.8930531282,-0.2271356339,-1.1957827595,-1.1869082721,-0.291077698,-0.1434217437,-0.0522590676,1.7007660802,1.6626070802,-1.1503836119,-1.2133351713,1
dibstudent05--2016-09-26--08-16.log-3,-0.2634135673,0.1466331598,-0.7047755645,0.2272718312,0.2158064607,-0.7205295309,-1.2843878567,-0.3380294985,-0.8876142893,-0.2271356339,-1.0034378582,0.9372741394,-0.291077698,-0.1444585767,-0.1155511153,1.7007660802,1.6626070802,0.956849521,-1.1642338455,1
dibstudent05--2016-09-26--08-16.log-4,-0.4989636035,0.1466331598,-0.7047755645,0.2272718312,0.258751996,-0.7205295309,-1.2843878567,-0.3795248422,-0.880109058,-0.2271356339,-0.811092957,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,1.7007660802,1.6626070802,0.956849521,-1.1151325197,1
dibstudent05--2016-09-26--08-16.log-5,-0.7345136397,0.1466331598,-0.7047755645,0.2272718312,0.3477200719,-0.7205295309,-1.2843878567,-0.3910638963,-0.8762039822,-0.2271356339,-0.6187480558,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,1.7007660802,1.6626070802,0.956849521,-1.0660311939,1
dibstudent05--2016-09-26--08-16.log-6,-0.7345136397,0.1466331598,0.2859251136,0.2272718312,0.4382886492,-0.7205295309,-1.2843878567,-0.3750298904,-0.8730958873,-0.2271356339,-0.4264031545,0.9372741394,-0.6175567376,-0.1444585767,-0.0901536694,0.7085619708,0.7906091923,0.956849521,-1.0169298681,1
dibstudent05--2016-09-26--08-16.log-7,1.6209867222,0.1466331598,0.2859251136,0.2272718312,0.4948782299,-0.7205295309,-1.2843878567,-0.0066700985,-0.8686176133,-0.2271356339,-0.2340582533,0.9372741394,-0.291077698,-0.1444585767,-0.0966038144,1.7007660802,1.6626070802,0.956849521,-0.9678285423,1
dibstudent05--2016-09-26--08-16.log-8,1.3854366861,0.251021758,-0.2094252255,0.5850290413,0.1814585446,-0.4488053089,-1.2843878567,-0.2956140473,-0.8320978254,-0.2271356339,-0.0417133521,-1.1869082721,1.6677965397,-0.143421803,-0.0712063685,1.7007660802,1.6626070802,-1.1503836119,-0.9187272165,1
dibstudent05--2016-09-26--08-16.log-9,1.1498866499,0.251021758,-0.2094252255,0.5850290413,0.1767792763,-0.4488053089,-1.2843878567,-0.1216835465,-0.8206875182,-0.2271356339,0.1506315492,0.9372741394,0.0354013416,-0.1444585767,-0.0837035244,2.6929701896,2.0986060242,0.956849521,-0.8696258907,1
dibstudent06--2016-09-25--21-45.log-80,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.3460939072,-0.0141861163,-1.2843878567,-0.4242933554,2.2242718335,-0.2139107252,1.689390759,-1.1869082721,-0.6175567376,-0.1399691913,-0.1151479813,-0.2836421386,-0.8412725695,-1.1503836119,2.6165682411,0
dibstudent06--2016-09-25--21-45.log-9,-0.7345136397,-0.3753098313,2.7626768088,-0.488242589,-0.428809045,0.3177141583,-1.2843878567,-0.3182396436,-0.2658317251,-0.0948865471,-1.3453843493,-1.1869082721,-0.6175567376,-0.1035318816,-0.1030539594,-0.2836421386,-0.3492166184,-1.1503836119,-0.8696258907,0
dibstudent06--2016-09-25--22-29.log-10,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.3914910019,0.2942403437,-1.2843878567,0.5431771434,-0.3750233522,-0.1180301373,1.4008734072,-1.1869082721,-0.6175567376,-0.1142054978,-0.0587092126,-0.2836421386,0.3546102483,-1.1503836119,-0.8205245649,0
dibstudent06--2016-09-25--22-29.log-11,-0.7345136397,-0.3753098313,3.2580271479,-0.488242589,-0.3997285973,1.3161933062,-1.2843878567,-0.4242933554,-0.2908194994,-0.2006858165,1.689390759,-1.1869082721,-0.6175567376,-0.1364539421,-0.0776565135,-0.2836421386,-0.5173876397,-1.1503836119,-0.7714232391,0
dibstudent06--2016-09-25--22-29.log-2,-0.4989636035,-0.3753098313,0.2859251136,-0.488242589,-0.2044391979,1.1152961377,-1.2843878567,-0.4026029504,-0.860132187,-0.0403337987,-0.9072654076,-1.1869082721,-0.291077698,-0.0930443821,0.1678521301,0.7085619708,-0.0813886957,-1.1503836119,-1.2133351713,0
dibstudent06--2016-09-25--22-29.log-3,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.1032610323,0.9746556798,-1.2843878567,0.0305716331,-0.858148241,-0.1742359992,-0.6187480558,-1.1869082721,-0.6175567376,-0.1292705836,-0.1280482712,-0.2836421386,-0.5173876397,-1.1503836119,-1.1642338455,0
dibstudent06--2016-09-25--22-29.log-4,-0.7345136397,-0.3753098313,0.7812754526,-0.488242589,-0.1924599424,0.118722108,-1.2843878567,-0.2296076409,-0.818377713,-0.2106044981,-0.3302307039,-1.1869082721,-0.6175567376,-0.1390996919,-0.0651593576,-0.2836421386,-0.9533865837,-1.1503836119,-1.1151325197,0
dibstudent06--2016-09-25--22-29.log-5,-0.4989636035,-0.3753098313,1.2766257917,-0.488242589,-0.1788955128,-0.2569936876,-1.2843878567,1.4880371296,-0.8012210291,-0.190767135,-0.0417133521,-1.1869082721,-0.291077698,-0.133747135,-0.0776565135,-0.2836421386,-0.0813886957,-1.1503836119,-1.0660311939,0
dibstudent06--2016-09-25--22-29.log-6,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.3610208965,-0.1274472727,-1.2843878567,-0.4054386918,-0.6341612553,-0.1543986361,0.2468039998,-1.1869082721,-0.6175567376,-0.1239515194,0.193249576,0.7085619708,0.3546102483,-1.1503836119,-1.0169298681,0
dibstudent06--2016-09-25--22-29.log-7,-0.7345136397,-0.3753098313,0.7812754526,-0.488242589,-0.3358646828,0.2740512075,-1.2843878567,2.186383702,-0.6322806943,-0.2205231796,0.5353213516,-1.1869082721,-0.6175567376,-0.1417841375,-0.0841066585,-0.2836421386,-0.9533865837,-1.1503836119,-0.9678285423,0
dibstudent06--2016-09-25--22-29.log-8,-0.7345136397,-0.3753098313,0.7812754526,-0.488242589,-0.4122756641,0.5299549406,-1.2843878567,-0.2298489806,-0.4055533505,-0.2221762932,0.8238387035,-1.1869082721,-0.6175567376,-0.1422301511,-0.0905568035,-0.2836421386,-0.5173876397,-1.1503836119,-0.9187272165,0
dibstudent06--2016-09-25--22-29.log-9,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.4020853785,1.6674501627,-1.2843878567,-0.2734560466,-0.3884372354,-0.2238294067,1.1123560553,-1.1869082721,-0.6175567376,-0.1426760114,-0.0837035244,-0.2836421386,-0.5173876397,-1.1503836119,-0.8696258907,0
dibstudent06_08--2016-09-22--10-45.log-3,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,1.6846399035,0.9201112762,-0.1105679236,-0.2979671093,-0.9145637623,-0.2205231796,-0.783615114,0.9372741394,-0.291077698,-0.1444585767,-0.1465924381,-0.2836421386,-0.8412725695,0.2544384767,-1.1642338455,0
dibstudent06_08--2016-09-22--10-45.log-4,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,1.0171484881,-1.0965654434,-0.1105679236,-0.2609667174,-0.9036036382,-0.2271356339,-0.5363145267,-1.1869082721,0.0354013416,-0.1434222767,-0.1594927281,-1.275846248,-1.3333285205,-1.1503836119,-1.1151325197,0
dibstudent06_08--2016-09-22--10-45.log-5,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,0.6470383598,0.1575250375,-0.1105679236,0.0407079002,-0.8893312664,-0.2238294067,-0.2890139394,-1.1869082721,-0.6175567376,-0.1423862134,-0.1280482712,-0.2836421386,-0.8412725695,-1.1503836119,-1.0660311939,0
dibstudent06_08--2016-09-22--10-45.log-6,-0.7345136397,-0.3753098313,1.2766257917,-0.488242589,0.1344575999,-0.2772871302,-0.1105679236,-0.3611226905,-0.8483541432,1.6094735599,-0.0417133521,-1.1869082721,1.0148384605,0.4144135141,0.0356241578,0.7085619708,1.1269512348,-1.1503836119,-1.0169298681,0
dibstudent06_08--2016-09-22--10-45.log-7,-0.7345136397,-0.3753098313,1.2766257917,-0.488242589,0.1817895876,0.1575250375,-0.1105679236,-0.3792684187,-0.8428537967,-0.2238294067,0.2055872352,-1.1869082721,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,-0.8412725695,-1.1503836119,-0.9678285423,0
dibstudent06_08--2016-09-22--10-45.log-8,0.4432365413,-0.3753098313,0.7812754526,-0.488242589,0.2328402082,-0.1894939728,-0.1105679236,-0.0627514099,-0.8384566604,-0.1180301373,0.4528878225,-1.1869082721,-0.291077698,-0.1103777926,-0.0083174549,0.7085619708,0.6348952837,-1.1503836119,-0.9187272165,0
dibstudent06_08--2016-09-22--10-45.log-9,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,0.0955852474,-0.1894939728,-0.1105679236,-0.3175307082,-0.8070485435,-0.1180301373,0.7001884098,0.9372741394,-0.291077698,-0.1444585767,-0.1469955721,0.7085619708,0.6348952837,0.956849521,-0.8696258907,0
dibstudent07--2016-09-19--21-11.log-37,-0.2634135673,3.7480397982,-0.2094252255,2.7315723019,-0.2739631976,2.0927554369,2.2370719425,-0.3881829037,0.1591358006,-0.1411737275,0.7095205075,0.2292133355,-0.6175567376,-0.1444585767,0.0098235779,-0.2836421386,0.1428393326,0.956849521,0.5052112317,1
dibstudent07--2016-09-19--21-11.log-38,-0.4989636035,3.7480397982,-0.7047755645,2.7315723019,-0.2676124603,2.0927554369,2.2370719425,-0.3093704098,0.1623420459,-0.1411737275,0.7748451909,0.9372741394,-0.6175567376,-0.1444585767,-0.1369172206,-0.2836421386,0.1428393326,0.956849521,0.5543125575,1
dibstudent07--2016-09-19--21-11.log-39,-0.7345136397,3.7480397982,-0.7047755645,2.7315723019,-0.2631840223,2.0927554369,2.2370719425,0.9551892524,0.1728271222,-0.1411737275,0.8401698743,0.9372741394,-0.6175567376,-0.1444585767,-0.0010610418,-0.2836421386,0.1428393326,0.956849521,0.6034138833,1
dibstudent07--2016-09-19--21-11.log-4,0.6787865775,-0.3753098313,-0.7047755645,-0.488242589,0.0871896486,0.7332472647,-1.2843878567,-0.3700975104,-0.8669948606,-0.2139107252,-1.446194046,0.9372741394,-0.6175567376,-0.1444585767,-0.1506237787,-0.2836421386,-0.3492166184,0.956849521,-1.1151325197,1
dibstudent07--2016-09-19--21-11.log-40,-0.7345136397,0.4493600946,2.7626768088,0.2272718312,-0.2845915537,1.7161857041,2.2370719425,0.4919980445,0.2926229147,-0.2106044981,0.9054945578,0.9372741394,-0.6175567376,-0.1444585767,-0.1252263328,-0.2836421386,0.1428393326,-0.6821095823,0.6525152091,1
dibstudent07--2016-09-19--21-11.log-41,0.9143366137,0.4493600946,0.2859251136,0.2272718312,-0.2947770862,1.1149995,2.2370719425,3.3621001893,0.3730185333,-0.1461330682,0.9708192412,-1.1869082721,0.3618803812,-0.121958024,0.1170572383,0.7085619708,1.1269512348,-1.1503836119,0.7016165349,1
dibstudent07--2016-09-19--21-11.log-42,0.6787865775,0.4493600946,-0.7047755645,0.2272718312,-0.3407674908,1.1149995,2.2370719425,-0.3636869247,0.7018445045,-0.1461330682,1.0361439246,0.9372741394,0.3618803812,-0.1444585767,-0.0619342851,0.7085619708,1.1269512348,0.956849521,0.7507178607,1
dibstudent07--2016-09-19--21-11.log-43,0.4432365413,0.4493600946,-0.7047755645,0.2272718312,-0.3366990406,1.1149995,2.2370719425,-0.2908023371,0.7074142106,-0.1461330682,1.1014686081,0.9372741394,0.3618803812,-0.1444585767,-0.0635468214,0.7085619708,1.1269512348,0.956849521,0.7998191865,1
dibstudent07--2016-09-19--21-11.log-44,0.2076865051,0.4493600946,-0.7047755645,0.2272718312,-0.333475715,1.1149995,2.2370719425,-0.3214524783,0.7192825527,-0.1461330682,1.1667932915,0.9372741394,0.3618803812,-0.1444585767,-0.0712063685,0.7085619708,1.1269512348,0.956849521,0.8489205123,1
dibstudent07--2016-09-19--21-11.log-45,-0.0278635311,0.4493600946,-0.2094252255,0.2272718312,-0.3299547227,1.1149995,2.2370719425,-0.2241322466,0.7285165391,-0.1461330682,1.232117975,0.9372741394,-0.291077698,-0.1444585767,-0.0635468214,0.7085619708,1.6190071858,0.956849521,0.8980218381,1
dibstudent07--2016-09-19--21-11.log-46,-0.2634135673,0.4493600946,-0.7047755645,0.2272718312,-0.3275788173,1.1149995,2.2370719425,-0.2366215758,0.7461679008,-0.1461330682,1.2974426584,0.9372741394,-0.291077698,-0.1444585767,-0.0716095026,0.7085619708,1.6190071858,0.956849521,0.9471231639,1
dibstudent07--2016-09-19--21-11.log-47,-0.4989636035,0.4493600946,-0.7047755645,0.2272718312,-0.3251160122,1.1149995,2.2370719425,-0.328360827,0.7627762513,-0.1461330682,1.3627673418,0.9372741394,-0.291077698,-0.1444585767,-0.0591123467,0.7085619708,1.6190071858,0.956849521,0.9962244897,1
dibstudent07--2016-09-19--21-11.log-48,-0.7345136397,0.0959301264,-0.2094252255,-0.1304853789,-0.3216306014,0.1704099138,2.2370719425,-0.3183904809,0.7712551342,-0.190767135,1.4280920253,0.9372741394,-0.6175567376,-0.1444585767,-0.1115197747,0.7085619708,1.6190071858,-0.1587444905,1.0453258155,1
dibstudent07--2016-09-19--21-11.log-49,-0.7345136397,-0.3753098313,1.7719761307,-0.488242589,-0.3183098683,1.0760843226,2.2370719425,-0.2631840259,0.7807076687,-0.1841546807,1.4934167087,-1.1869082721,-0.6175567376,-0.1374023253,-0.0780596476,-0.2836421386,-0.3492166184,-1.1503836119,1.0944271413,0
dibstudent07--2016-09-19--21-11.log-5,0.4432365413,-0.3753098313,-0.7047755645,-0.488242589,0.1587969779,0.7332472647,-0.1105679236,-0.3959359414,-0.8621828753,-0.2139107252,-1.3808693625,0.9372741394,-0.6175567376,-0.1444585767,-0.1256294669,-0.2836421386,-0.3492166184,0.956849521,-1.0660311939,1
dibstudent07--2016-09-19--21-11.log-50,-0.2634135673,-0.3753098313,0.2859251136,-0.488242589,-0.3156369587,1.7344553482,2.2370719425,-0.3077262832,0.7947104541,-0.2205231796,1.5587413921,-1.1869082721,-0.291077698,-0.1444585767,-0.1518331809,-1.275846248,-1.3333285205,-1.1503836119,1.1435284671,0
dibstudent07--2016-09-19--21-11.log-51,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,-0.3124884462,1.1377068352,2.2370719425,-0.4064794693,0.8048631279,-0.2238294067,1.6240660756,0.9372741394,-0.291077698,-0.1444585767,-0.1473987062,-1.275846248,-1.3333285205,0.2544384767,1.1926297929,0
dibstudent07--2016-09-19--21-11.log-52,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.3082029359,-1.100854877,1.0632520095,-0.4242933554,0.8064296078,-0.2271356339,1.689390759,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,-0.0967670454,1.2417311187,0
dibstudent07--2016-09-19--21-11.log-6,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,0.2466964208,0.7332472647,-1.2843878567,-0.3305328843,-0.8597016341,-0.2139107252,-1.3155446791,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,-0.3492166184,0.956849521,-1.0169298681,1
dibstudent07--2016-09-19--21-11.log-7,-0.0278635311,-0.3753098313,-0.7047755645,-0.488242589,0.2640017833,0.7332472647,-1.2843878567,-0.0975948282,-0.8515459931,-0.2139107252,-1.2502199957,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,-0.3492166184,0.956849521,-0.9678285423,1
dibstudent07--2016-09-19--21-11.log-8,-0.2634135673,-0.3753098313,-0.7047755645,-0.488242589,0.1196182083,0.7332472647,-0.1105679236,-0.3767946869,-0.8231438947,-0.2139107252,-1.1848953122,0.9372741394,-0.6175567376,-0.1444585767,-0.1417548293,-0.2836421386,-0.3492166184,0.956849521,-0.9187272165,1
dibstudent07--2016-09-19--21-11.log-9,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,0.1655309506,0.7332472647,-0.1105679236,-0.3733254288,-0.8189836279,-0.2139107252,-1.1195706288,0.9372741394,-0.6175567376,-0.1444585767,-0.1473987062,-0.2836421386,-0.3492166184,0.956849521,-0.8696258907,1
dibstudent07--2016-09-24--22-42.log-2,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.2298946802,-0.2114389809,-1.2843878567,-0.1459532695,-0.8546318406,-0.083314752,-1.551825449,-1.1869082721,-0.6175567376,-0.1444585767,-0.1594927281,-0.2836421386,-0.6168259953,-1.1503836119,-1.2133351713,0
dibstudent07--2016-09-24--22-42.log-20,-0.7345136397,0.2034059062,-0.7047755645,0.9427862514,-0.3249004241,-0.9044874769,-0.1105679236,0.3522774453,-0.189315009,-0.2238294067,-0.2258733639,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-1.275846248,-1.2211052335,0.956849521,-0.3295113069,0
dibstudent07--2016-09-24--22-42.log-21,1.6209867222,-0.3753098313,2.2673264698,-0.488242589,-0.3337571486,-1.0015270058,-0.1105679236,0.5985646032,-0.121877856,-0.2221762932,-0.1522093592,-1.1869082721,1.6677965397,-0.1427270582,-0.1405454272,-1.275846248,-1.2211052335,-1.1503836119,-0.2804099811,0
dibstudent07--2016-09-24--22-42.log-22,1.3854366861,-0.3753098313,-0.2094252255,-0.488242589,-0.3461687185,-1.0558817366,-0.1105679236,-0.0858446019,-0.0329706377,-0.2089513845,-0.0785453544,-1.1869082721,0.0354013416,-0.1399577455,-0.1091009703,-0.2836421386,-0.6168259953,-1.1503836119,-0.2313086553,0
dibstudent07--2016-09-24--22-42.log-23,1.1498866499,-0.3753098313,-0.2094252255,-0.488242589,-0.3441259021,-0.4430846428,1.0632520095,-0.2746325776,-0.0034640206,-0.1891140214,-0.0048813497,-0.0823334182,1.6677965397,-0.1403049145,-0.1155511153,-0.2836421386,-0.6168259953,0.956849521,-0.1822073295,0
dibstudent07--2016-09-24--22-42.log-24,0.9143366137,-0.3753098313,-0.2094252255,-0.488242589,-0.3386106508,-0.1801432213,1.0632520095,-0.227028323,0.0095206184,-0.2155638388,0.068782655,-1.1869082721,0.3618803812,-0.1430741283,-0.1594927281,-1.275846248,-1.2211052335,-1.1503836119,-0.1331060037,0
dibstudent07--2016-09-24--22-42.log-25,0.6787865775,-0.3753098313,-0.2094252255,-0.488242589,-0.3341729001,-1.0015270058,-0.1105679236,-0.3670204293,0.0266563635,-0.2221762932,0.1424466597,0.9372741394,1.0148384605,-0.1444585767,-0.1530425831,-1.275846248,-1.2211052335,0.020301462,-0.0840046779,0
dibstudent07--2016-09-24--22-42.log-26,0.4432365413,-0.3753098313,-0.2094252255,-0.488242589,-0.3271508898,-0.1801432213,1.0632520095,-0.2967905783,0.0316450194,-0.2155638388,0.2161106645,-0.0068069324,0.0354013416,-0.1444585767,-0.1534457171,-1.275846248,-1.2211052335,0.956849521,-0.0349033521,0
dibstudent07--2016-09-24--22-42.log-27,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,-0.3216216404,-0.1801432213,1.0632520095,-0.2967905783,0.0427281587,-0.2155638388,0.2897746692,0.9372741394,0.0354013416,-0.1444585767,-0.1530425831,-1.275846248,-1.2211052335,0.956849521,0.0141979737,0
dibstudent07--2016-09-24--22-42.log-28,-0.0278635311,-0.3753098313,-0.7047755645,-0.488242589,-0.3162217568,-0.1801432213,1.0632520095,0.3690203866,0.053830928,-0.2155638388,0.3634386739,0.9372741394,0.0354013416,-0.1444585767,-0.1469955721,-1.275846248,-1.2211052335,0.956849521,0.0632992995,0
dibstudent07--2016-09-24--22-42.log-29,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,-0.323935984,-0.3946024413,1.0632520095,-0.3783332274,0.1229248591,-0.2006858165,0.4371026787,-1.1869082721,0.0354013416,-0.1382306974,-0.0776565135,-0.2836421386,-0.6168259953,-1.1503836119,0.1124006253,0
dibstudent07--2016-09-24--22-42.log-3,0.2076865051,-0.3753098313,0.2859251136,-0.488242589,-0.2300921626,0.0320797975,-1.2843878567,-0.3526456337,-0.8299306653,-0.0238026629,-1.4781614443,-1.1869082721,-0.6175567376,-0.0897214702,0.010629846,0.7085619708,0.591732481,-1.1503836119,-1.1642338455,0
dibstudent07--2016-09-24--22-42.log-30,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,-0.3174029314,-0.3946024413,1.0632520095,-0.3293111021,0.1269948276,-0.2006858165,0.5107666834,0.9372741394,0.0354013416,-0.1444585767,-0.1340952822,-0.2836421386,-0.6168259953,0.956849521,0.1615019511,0
dibstudent07--2016-09-24--22-42.log-31,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.3118527784,-0.1801432213,1.0632520095,-0.3552400355,0.1352761011,-0.2155638388,0.5844306881,-1.1869082721,-0.6175567376,-0.1444585767,-0.1469955721,-1.275846248,-1.2211052335,-1.1503836119,0.2106032769,0
dibstudent07--2016-09-24--22-42.log-32,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.3059340292,-0.512561129,1.0632520095,-0.2383411211,0.1415328597,-0.1626642041,0.6580946928,-1.1869082721,-0.6175567376,-0.1302839348,-0.0776565135,-0.2836421386,-0.0125467572,-1.1503836119,0.2597046027,0
dibstudent07--2016-09-24--22-42.log-33,-0.4989636035,1.0714795124,1.7719761307,1.3005434615,-0.3023708602,-0.4909750076,1.0632520095,-0.3757388257,0.1578703152,-0.1643173177,0.7317586976,0.9372741394,-0.6175567376,-0.1444585767,-0.0966038144,-0.2836421386,-0.0125467572,0.905453591,0.3088059285,0
dibstudent07--2016-09-24--22-42.log-34,-0.7345136397,1.0714795124,-0.7047755645,1.3005434615,-0.2961934431,-0.4909750076,1.0632520095,0.0656865586,0.1622268828,-0.1643173177,0.8054227023,0.9372741394,-0.6175567376,-0.1444585767,-0.1151479813,-0.2836421386,-0.0125467572,0.956849521,0.3579072543,0
dibstudent07--2016-09-24--22-42.log-35,-0.7345136397,-0.3753098313,2.7626768088,-0.488242589,-0.2987042893,-0.1801432213,1.0632520095,-0.0373051559,0.2047587077,-0.2155638388,0.879086707,-1.1869082721,-0.6175567376,-0.1444585767,-0.1530425831,-1.275846248,-1.2211052335,-1.1503836119,0.4070085801,0
dibstudent07--2016-09-24--22-42.log-36,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.2992009945,-0.3098491822,1.0632520095,-0.329537358,0.2385787063,-0.2023389301,0.9527507117,-1.1869082721,-0.6175567376,-0.1385831895,-0.0841066585,-0.2836421386,-0.0125467572,-1.1503836119,0.4561099059,0
dibstudent07--2016-09-24--22-42.log-37,0.2076865051,-0.3753098313,1.2766257917,-0.488242589,-0.2944463024,-0.0015338627,1.0632520095,0.2342170837,0.2475143155,3.201421943,1.0264147165,-1.1869082721,-0.291077698,0.5457345578,0.0606184697,0.7085619708,2.4045701954,-1.1503836119,0.5052112317,0
dibstudent07--2016-09-24--22-42.log-38,-0.0278635311,-0.3753098313,-0.2094252255,-0.488242589,-0.2998068285,0.022578863,2.2370719425,-0.0142119639,0.3046875577,4.9570285711,1.1000787212,0.2183825775,0.0354013416,0.2018769816,-0.1469955721,0.7085619708,2.4045701954,0.956849521,0.5543125575,0
